DATE,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1
6/13/2019,BROOKLYN,11236,40.648468,-73.89571,"(40.648468, -73.89571)",,,765       EAST 105 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.788315,-73.97651,"(40.788315, -73.97651)",WEST 86 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,MANHATTAN,10022,40.758537,-73.97721,"(40.758537, -73.97721)",WEST 50 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Van
6/13/2019,,,40.76197,-73.92539,"(40.76197, -73.92539)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/13/2019,,,40.734577,-74.010025,"(40.734577, -74.010025)",WEST STREET                     ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Van
6/13/2019,BRONX,10467,40.874,-73.870346,"(40.874, -73.870346)",,,3328      BRONX BOULEVARD               ,0,0,0,0,0,0,0,0,Unsafe Speed,Box Truck
6/13/2019,BROOKLYN,11206,40.706764,-73.94928,"(40.706764, -73.94928)",,,25        MONTROSE AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,MANHATTAN,10004,40.706448,-74.01277,"(40.706448, -74.01277)",,,50        BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,,,40.619736,-73.98958,"(40.619736, -73.98958)",64 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11230,40.610443,-73.96246,"(40.610443, -73.96246)",,,1935      CONEY ISLAND AVENUE           ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Pick-up Truck
6/13/2019,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Sedan
6/13/2019,MANHATTAN,10019,40.767963,-73.9837,"(40.767963, -73.9837)",,,345       WEST 58 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Box Truck
6/13/2019,,,40.665882,-73.99642,"(40.665882, -73.99642)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,,,40.732925,-74.00007,"(40.732925, -74.00007)",AVENUE OF THE AMERICAS          ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.584774,-73.96011,"(40.584774, -73.96011)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,,,40.829098,-73.836494,"(40.829098, -73.836494)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Tractor Truck Diesel
6/13/2019,BROOKLYN,11212,40.667706,-73.90636,"(40.667706, -73.90636)",STONE AVENUE                    ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11420,40.677,-73.81965,"(40.677, -73.81965)",LEFFERTS BOULEVARD              ,115 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Box Truck
6/13/2019,,,,,,THIRD AVE BRIDGE                ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11225,40.662445,-73.949486,"(40.662445, -73.949486)",,,355       LEFFERTS AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,,,40.7429,-73.99281,"(40.7429, -73.99281)",AVENUE OF THE AMERICAS          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pick-up Truck
6/13/2019,BROOKLYN,11205,40.696053,-73.97952,"(40.696053, -73.97952)",,,8         MONUMENT WALK                 ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Tractor Truck Diesel
6/13/2019,BRONX,10463,40.882763,-73.91743,"(40.882763, -73.91743)",,,2979      INDEPENDENCE AVENUE           ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11236,40.647114,-73.91366,"(40.647114, -73.91366)",,,850       REMSEN AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.8541,-73.919106,"(40.8541, -73.919106)",MAJOR DEEGAN EXPRESSWAY         ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,BRONX,10458,40.873947,-73.88341,"(40.873947, -73.88341)",EAST 204 STREET                 ,EAST MOSHOLU PARKWAY SOUTH,,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
6/13/2019,BROOKLYN,11211,40.714878,-73.95447,"(40.714878, -73.95447)",NORTH 6 STREET                  ,HAVEMEYER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,BROOKLYN,11230,40.62938,-73.96218,"(40.62938, -73.96218)",,,829       EAST 15 STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11235,40.58814,-73.93179,"(40.58814, -73.93179)",KNAPP STREET                    ,VOORHIES AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,MANHATTAN,10001,40.749706,-73.99157,"(40.749706, -73.99157)",WEST 32 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Box Truck
6/13/2019,QUEENS,11374,40.73182,-73.868904,"(40.73182, -73.868904)",ELIOT AVENUE                    ,SAUNDERS STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11429,40.705532,-73.7384,"(40.705532, -73.7384)",,,218-12    112 AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.65274,-74.009384,"(40.65274, -74.009384)",41 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,,,40.80514,-73.911415,"(40.80514, -73.911415)",BRUCKNER BOULEVARD              ,EAST 139 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.700512,-73.796776,"(40.700512, -73.796776)",LIBERTY AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.761883,-73.80569,"(40.761883, -73.80569)",STATION ROAD                    ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/13/2019,,,,,,THROGS NECK EXPY                ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11220,40.642174,-74.02064,"(40.642174, -74.02064)",3 AVENUE                        ,60 STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Sedan
6/13/2019,,,40.67994,-73.941216,"(40.67994, -73.941216)",FULTON STREET                   ,,,0,0,0,0,0,0,0,0,Turning Improperly,Sedan
6/13/2019,BRONX,10459,40.817875,-73.89333,"(40.817875, -73.89333)",BRUCKNER BOULEVARD              ,TIFFANY STREET,,2,0,0,0,0,0,2,0,Unspecified,Sedan
6/13/2019,BROOKLYN,11211,40.70992,-73.9623,"(40.70992, -73.9623)",BROADWAY                        ,DRIGGS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Flat Bed
6/13/2019,QUEENS,11372,40.749157,-73.86943,"(40.749157, -73.86943)",JUNCTION BOULEVARD              ,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11414,40.655556,-73.84096,"(40.655556, -73.84096)",91 STREET                       ,161 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Pick-up Truck
6/13/2019,,,,,,QUEENSBORO BRIDGE LOWER         ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Tanker
6/13/2019,BRONX,10454,40.809696,-73.91564,"(40.809696, -73.91564)",EAST 142 STREET                 ,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,BRONX,10463,40.88128,-73.90514,"(40.88128, -73.90514)",,,3214      KINGSBRIDGE AVENUE            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Box Truck
6/13/2019,BRONX,10461,40.83664,-73.83382,"(40.83664, -73.83382)",EAST TREMONT AVENUE             ,WATERBURY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11363,40.772823,-73.738075,"(40.772823, -73.738075)",WESTMORELAND STREET             ,41 DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11372,40.74714,-73.88855,"(40.74714, -73.88855)",,,77-02     ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11420,40.679005,-73.819595,"(40.679005, -73.819595)",120 STREET                      ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Sedan
6/13/2019,BRONX,10463,40.87476,-73.90353,"(40.87476, -73.90353)",,,2892      HEATH AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Box Truck
6/13/2019,MANHATTAN,10128,40.780754,-73.95258,"(40.780754, -73.95258)",EAST 89 STREET                  ,3 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi
6/13/2019,,,40.701275,-73.88887,"(40.701275, -73.88887)",65 PLACE                        ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,,,,,,queens midtown expressway       ,hamilton place,,0,0,0,0,0,0,0,0,Turning Improperly,Sedan
6/13/2019,,,40.8166,-73.942764,"(40.8166, -73.942764)",WEST 137 STREET                 ,,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Taxi
6/13/2019,BROOKLYN,11220,40.634922,-74.02041,"(40.634922, -74.02041)",,,6725      5 AVENUE                      ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/13/2019,BRONX,10455,40.81449,-73.89813,"(40.81449, -73.89813)",,,737       SOUTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10016,40.748863,-73.97584,"(40.748863, -73.97584)",EAST 39 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/13/2019,QUEENS,11366,40.724163,-73.8064,"(40.724163, -73.8064)",162 STREET                      ,77 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11416,40.684258,-73.84604,"(40.684258, -73.84604)",WOODHAVEN BOULEVARD             ,101 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,,,40.676937,-73.89907,"(40.676937, -73.89907)",GEORGIA AVENUE                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.848694,-73.93047,"(40.848694, -73.93047)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/13/2019,,,40.697124,-73.91106,"(40.697124, -73.91106)",MADISON STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11219,40.628643,-74.005936,"(40.628643, -74.005936)",65 STREET                       ,11 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/13/2019,BROOKLYN,11224,40.57519,-73.97582,"(40.57519, -73.97582)",,,602       SURF AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pick-up Truck
6/13/2019,,,40.57862,-74.10168,"(40.57862, -74.10168)",HYLAN BOULEVARD                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.72277,-73.83625,"(40.72277, -73.83625)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/13/2019,QUEENS,11104,40.73988,-73.92431,"(40.73988, -73.92431)",48 AVENUE                       ,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Sedan
6/13/2019,,,40.779922,-73.98068,"(40.779922, -73.98068)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.647427,-73.979126,"(40.647427, -73.979126)",CATON AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance
6/13/2019,MANHATTAN,10001,40.75131,-74.00524,"(40.75131, -74.00524)",,,260       11 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Sedan
6/13/2019,BROOKLYN,11236,40.632435,-73.88818,"(40.632435, -73.88818)",ROCKAWAY PARKWAY                ,SKIDMORE AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Sedan
6/13/2019,,,,,,EAST 57 STREET                  ,QUEENSBORO BRIDGE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/13/2019,BROOKLYN,11205,40.69343,-73.96591,"(40.69343, -73.96591)",MYRTLE AVENUE                   ,HALL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11377,40.74039,-73.89686,"(40.74039, -73.89686)",QUEENS BOULEVARD                ,68 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,QUEENS,11417,40.68424,-73.83808,"(40.68424, -73.83808)",104 STREET                      ,103 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10016,40.74475,-73.97885,"(40.74475, -73.97885)",,,478       3 AVENUE                      ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.786636,-73.818344,"(40.786636, -73.818344)",15 ROAD                         ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.748203,-73.84962,"(40.748203, -73.84962)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10003,40.737705,-73.99172,"(40.737705, -73.99172)",,,5         EAST 17 STREET                ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pick-up Truck
6/13/2019,,,40.592728,-73.79813,"(40.592728, -73.79813)",BEACH CHANNEL DRIVE             ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11229,40.611477,-73.94883,"(40.611477, -73.94883)",AVENUE P                        ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10075,40.771023,-73.95365,"(40.771023, -73.95365)",EAST 77 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Taxi
6/13/2019,BROOKLYN,11233,40.676197,-73.90679,"(40.676197, -73.90679)",,,2365      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,QUEENS,11368,40.764053,-73.8422,"(40.764053, -73.8422)",,,32-11     HARPER STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pick-up Truck
6/13/2019,,,40.68916,-73.99263,"(40.68916, -73.99263)",PACIFIC STREET                  ,COURT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,BRONX,10474,40.808853,-73.88405,"(40.808853, -73.88405)",EAST BAY AVENUE                 ,BRYANT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Tractor Truck Diesel
6/13/2019,BROOKLYN,11239,40.65136,-73.86971,"(40.65136, -73.86971)",,,501       GATEWAY DRIVE                 ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11357,40.769844,-73.83656,"(40.769844, -73.83656)",,,30-56     WHITESTONE EXPRESSWAY         ,0,0,0,0,0,0,0,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.6711,-73.883575,"(40.6711, -73.883575)",SUTTER AVENUE                   ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Sedan
6/13/2019,MANHATTAN,10014,40.73634,-74.007195,"(40.73634, -74.007195)",,,110       BANK STREET                   ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10027,40.813374,-73.956276,"(40.813374, -73.956276)",WEST 125 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Bus
6/13/2019,,,40.72651,-73.93055,"(40.72651, -73.93055)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.8541,-73.919106,"(40.8541, -73.919106)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,,,40.7145,-73.957565,"(40.7145, -73.957565)",METROPOLITAN AVENUE             ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Box Truck
6/13/2019,,,,,,NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/13/2019,,,40.66551,-73.992775,"(40.66551, -73.992775)",PROSPECT AVENUE                 ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
6/13/2019,BROOKLYN,11235,40.58776,-73.9562,"(40.58776, -73.9562)",AVENUE Z                        ,EAST 13 STREET,,1,0,1,0,0,0,0,0,Unspecified,Sedan
6/13/2019,BRONX,10458,40.855812,-73.890785,"(40.855812, -73.890785)",EAST 185 STREET                 ,3 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
6/13/2019,BRONX,10459,40.820988,-73.89491,"(40.820988, -73.89491)",EAST 163 STREET                 ,TIFFANY STREET,,1,0,0,0,0,0,1,0,Unspecified,Sedan
6/13/2019,,,40.840206,-73.91015,"(40.840206, -73.91015)",EAST 172 STREET                 ,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,,,,,,VANWYCK EXPRESSWAY              ,133 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11374,40.726185,-73.87022,"(40.726185, -73.87022)",WOODHAVEN BOULEVARD             ,62 ROAD,,1,0,0,0,0,0,1,0,Following Too Closely,Sedan
6/13/2019,QUEENS,11422,40.678417,-73.729225,"(40.678417, -73.729225)",130 AVENUE                      ,BROOKVILLE BOULEVARD,,5,0,0,0,0,0,5,0,Backing Unsafely,Sedan
6/13/2019,QUEENS,11426,40.739895,-73.71579,"(40.739895, -73.71579)",LITTLE NECK PARKWAY             ,82 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11434,40.66705,-73.77411,"(40.66705, -73.77411)",SOUTH CONDUIT AVENUE            ,176 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11225,40.66999,-73.95534,"(40.66999, -73.95534)",,,1548      BEDFORD AVENUE                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/13/2019,BROOKLYN,11230,40.616756,-73.97142,"(40.616756, -73.97142)",AVENUE M                        ,EAST 4 STREET,,1,0,1,0,0,0,0,0,Unspecified,
6/13/2019,,,40.75219,-73.99347,"(40.75219, -73.99347)",8 AVENUE                        ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi
6/13/2019,BROOKLYN,11220,40.636242,-74.01237,"(40.636242, -74.01237)",61 STREET                       ,7 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Beverage Truck
6/13/2019,,,40.82113,-73.92565,"(40.82113, -73.92565)",GRAND CONCOURSE                 ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11220,40.644688,-74.003586,"(40.644688, -74.003586)",7 AVENUE                        ,46 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11221,40.69614,-73.92726,"(40.69614, -73.92726)",DE KALB AVENUE                  ,EVERGREEN AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Bus
6/13/2019,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",WEST 40 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Convertible
6/13/2019,MANHATTAN,10032,40.83732,-73.94252,"(40.83732, -73.94252)",,,3881      BROADWAY                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11360,40.783817,-73.78074,"(40.783817, -73.78074)",212 STREET                      ,16 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Sedan
6/13/2019,QUEENS,11411,40.69377,-73.73578,"(40.69377, -73.73578)",225 STREET                      ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,,,,,,GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Pick-up Truck
6/13/2019,,,40.73204,-73.87034,"(40.73204, -73.87034)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,BRONX,10453,40.84944,-73.906006,"(40.84944, -73.906006)",GRAND CONCOURSE                 ,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,BRONX,10454,40.803364,-73.90606,"(40.803364, -73.90606)",LOCUST AVENUE                   ,EAST 140 STREET,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10021,40.765545,-73.95471,"(40.765545, -73.95471)",YORK AVENUE                     ,EAST 70 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11219,40.639156,-73.99443,"(40.639156, -73.99443)",NEW UTRECHT AVENUE              ,46 STREET,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle
6/13/2019,QUEENS,11412,40.691994,-73.76111,"(40.691994, -73.76111)",LINDEN BOULEVARD                ,190 STREET,,0,0,0,0,0,0,0,0,Unspecified,Bus
6/13/2019,,,40.71958,-73.83978,"(40.71958, -73.83978)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
1/3/2019,,,40.8451,-73.91878,"(40.8451, -73.91878)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,,,40.718662,-73.9464,"(40.718662, -73.9464)",MEEKER AVENUE                   ,RICHARDSON STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,Van
6/13/2019,BROOKLYN,11239,40.65082,-73.87055,"(40.65082, -73.87055)",,,579       GATEWAY DRIVE                 ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.831722,-73.915016,"(40.831722, -73.915016)",MORRIS AVENUE                   ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/13/2019,,,40.768826,-73.86631,"(40.768826, -73.86631)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Sedan
6/13/2019,MANHATTAN,10023,40.774155,-73.984886,"(40.774155, -73.984886)",AMSTERDAM AVENUE                ,WEST 65 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Taxi
6/13/2019,QUEENS,11416,40.68902,-73.84577,"(40.68902, -73.84577)",,,97-04     ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,BRONX,10459,40.822613,-73.88706,"(40.822613, -73.88706)",,,1365      BRUCKNER BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Pick-up Truck
6/13/2019,BRONX,10462,,,,CASTLE HILL AVENUE              ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,BROOKLYN,11226,40.647182,-73.95813,"(40.647182, -73.95813)",,,987       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Van
6/13/2019,MANHATTAN,10019,40.763023,-73.97815,"(40.763023, -73.97815)",WEST 55 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,QUEENS,11372,40.756336,-73.87794,"(40.756336, -73.87794)",NORTHERN BOULEVARD              ,90 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Tractor Truck Gasoline
6/13/2019,QUEENS,11412,40.692894,-73.760574,"(40.692894, -73.760574)",,,116-33    191 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,,,,,,MANHATTAN BR UPPER              ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/13/2019,QUEENS,11379,40.712555,-73.89711,"(40.712555, -73.89711)",METROPOLITAN AVENUE             ,64 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.67277,-73.9628,"(40.67277, -73.9628)",LINCOLN PLACE                   ,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/13/2019,BROOKLYN,11219,40.640717,-73.99247,"(40.640717, -73.99247)",,,1129      43 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/13/2019,MANHATTAN,10022,40.762177,-73.96613,"(40.762177, -73.96613)",EAST 60 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Taxi
6/13/2019,QUEENS,11367,40.72527,-73.816154,"(40.72527, -73.816154)",150 STREET                      ,75 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/13/2019,,,40.71582,-73.80799,"(40.71582, -73.80799)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
