DATE,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1
6/21/2019,,,40.823456,-73.92444,"(40.823456, -73.92444)",GRAND CONCOURSE                 ,,,1,0,0,0,0,0,1,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.666035,-73.7592,"(40.666035, -73.7592)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/21/2019,,,40.830112,-73.850266,"(40.830112, -73.850266)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.76706,-73.73912,"(40.76706, -73.73912)",NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,QUEENS,11420,40.67054,-73.820885,"(40.67054, -73.820885)",LEFFERTS BOULEVARD              ,135 AVENUE,,1,0,0,0,0,0,1,0,Backing Unsafely,Sedan
6/21/2019,QUEENS,11433,40.69826,-73.77745,"(40.69826, -73.77745)",110 AVENUE                      ,177 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Sedan
6/21/2019,MANHATTAN,10002,40.71885,-73.98923,"(40.71885, -73.98923)",,,95        DELANCEY STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.787678,-73.81876,"(40.787678, -73.81876)",147 STREET                      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,BRONX,10454,40.80715,-73.90821,"(40.80715, -73.90821)",EAST 142 STREET                 ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
6/21/2019,,,,,,MAJOR DEEGAN EXPRESSWAY         ,CROSS BRONX EXPRESSWAY,,1,0,0,0,0,0,1,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10014,40.74238,-74.00882,"(40.74238, -74.00882)",WEST 14 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/21/2019,QUEENS,11103,40.763893,-73.915,"(40.763893, -73.915)",STEINWAY STREET                 ,30 AVENUE,,0,0,0,0,0,0,0,0,Animals Action,Taxi
6/21/2019,QUEENS,11103,40.763893,-73.915,"(40.763893, -73.915)",STEINWAY STREET                 ,30 AVENUE,,0,0,0,0,0,0,0,0,Animals Action,
6/21/2019,MANHATTAN,10036,40.757233,-73.9898,"(40.757233, -73.9898)",WEST 42 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11378,40.727432,-73.90713,"(40.727432, -73.90713)",LONG ISLAND EXPRESSWAY          ,MAURICE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Taxi
6/21/2019,QUEENS,11364,40.747856,-73.773834,"(40.747856, -73.773834)",,,56-42     CLEARVIEW EXPRESSWAY          ,0,0,0,0,0,0,0,0,Obstruction/Debris,Sedan
6/21/2019,BROOKLYN,11206,40.704563,-73.94867,"(40.704563, -73.94867)",BROADWAY                        ,MIDDLETON STREET,,1,0,0,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10029,40.797943,-73.94003,"(40.797943, -73.94003)",EAST 116 STREET                 ,3 AVENUE,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Taxi
6/21/2019,QUEENS,11375,40.721676,-73.835976,"(40.721676, -73.835976)",GRAND CENTRAL PARKWAY           ,72 ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,BRONX,10472,40.82652,-73.85797,"(40.82652, -73.85797)",,,1959      BRUCKNER BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,MANHATTAN,10023,40.772243,-73.990005,"(40.772243, -73.990005)",WEST END AVENUE                 ,WEST 60 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi
6/21/2019,BROOKLYN,11204,40.622787,-73.9901,"(40.622787, -73.9901)",17 AVENUE                       ,61 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.8047,-73.91243,"(40.8047, -73.91243)",EAST 138 STREET                 ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Accelerator Defective,Sedan
6/21/2019,BROOKLYN,11206,40.699577,-73.95197,"(40.699577, -73.95197)",,,567       FLUSHING AVENUE               ,3,0,0,0,0,0,3,0,Unspecified,Sedan
6/21/2019,,,40.8059,-73.92523,"(40.8059, -73.92523)",WILLIS AVENUE                   ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,QUEENS,11105,40.777264,-73.90934,"(40.777264, -73.90934)",,,21-38     31 STREET                     ,3,0,0,0,0,0,3,0,Passing or Lane Usage Improper,Sedan
6/21/2019,,,40.694576,-73.95615,"(40.694576, -73.95615)",BEDFORD AVENUE                  ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Sedan
6/21/2019,,,40.76213,-73.82494,"(40.76213, -73.82494)",38 AVENUE                       ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/21/2019,MANHATTAN,10022,40.76161,-73.97076,"(40.76161, -73.97076)",PARK AVENUE                     ,EAST 57 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,,,40.673565,-73.90788,"(40.673565, -73.90788)",EAST NEW YORK AVENUE            ,STONE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,QUEENS,11418,40.690506,-73.843124,"(40.690506, -73.843124)",102 STREET                      ,93 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10001,40.75217,-73.99139,"(40.75217, -73.99139)",,,240       WEST 35 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11377,40.748993,-73.89687,"(40.748993, -73.89687)",BROADWAY                        ,69 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,BRONX,10472,40.834274,-73.87364,"(40.834274, -73.87364)",METCALF AVENUE                  ,EAST 174 STREET,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10009,40.72878,-73.98446,"(40.72878, -73.98446)",1 AVENUE                        ,EAST 10 STREET,,2,0,0,0,0,0,2,0,Driver Inexperience,Motorcycle
6/21/2019,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",WEST 40 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Bus
6/21/2019,,,40.68473,-74.00102,"(40.68473, -74.00102)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,MANHATTAN,10037,40.814102,-73.940865,"(40.814102, -73.940865)",WEST 135 STREET                 ,LENOX AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,,,,,,HEMPSTEAD TURNPIKE              ,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11236,40.6365,-73.914375,"(40.6365, -73.914375)",,,755       EAST 80 STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/21/2019,,,40.689198,-73.852325,"(40.689198, -73.852325)",91 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.848736,-73.93234,"(40.848736, -73.93234)",AUDUBON AVENUE                  ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Sedan
6/21/2019,,,40.749725,-73.98363,"(40.749725, -73.98363)",EAST 36 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi
6/21/2019,,,40.691536,-73.99912,"(40.691536, -73.99912)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/21/2019,QUEENS,11416,40.682564,-73.85199,"(40.682564, -73.85199)",ROCKAWAY BOULEVARD              ,101 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11429,40.712116,-73.73118,"(40.712116, -73.73118)",223 STREET                      ,HEMPSTEAD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,MANHATTAN,10026,40.802486,-73.95679,"(40.802486, -73.95679)",8 AVENUE                        ,WEST 113 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,BROOKLYN,11236,40.65002,-73.91555,"(40.65002, -73.91555)",AVENUE B                        ,EAST 91 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",11 AVENUE                       ,WEST 40 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11373,40.734234,-73.868805,"(40.734234, -73.868805)",,,92-30     59 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11375,40.721363,-73.84808,"(40.721363, -73.84808)",AUSTIN STREET                   ,69 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11436,40.67819,-73.80144,"(40.67819, -73.80144)",140 STREET                      ,FOCH BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/21/2019,,,40.75834,-73.996414,"(40.75834, -73.996414)",10 AVENUE                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Box Truck
6/21/2019,,,40.644722,-73.96122,"(40.644722, -73.96122)",BEVERLEY ROAD                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Sedan
6/21/2019,,,40.85004,-73.91606,"(40.85004, -73.91606)",UNIVERSITY AVENUE               ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11432,40.711758,-73.79563,"(40.711758, -73.79563)",HIGHLAND AVENUE                 ,168 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11365,40.731247,-73.79385,"(40.731247, -73.79385)",JEWEL AVENUE                    ,UTOPIA PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11418,40.69892,-73.82079,"(40.69892, -73.82079)",,,89-30     130 STREET                    ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/21/2019,MANHATTAN,10013,40.72106,-73.99821,"(40.72106, -73.99821)",LAFAYETTE STREET                ,BROOME STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11216,40.68005,-73.94327,"(40.68005, -73.94327)",FULTON STREET                   ,TOMPKINS AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Sedan
6/21/2019,,,40.742226,-73.99702,"(40.742226, -73.99702)",7 AVENUE                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,FIRE
6/21/2019,,,40.741447,-73.84603,"(40.741447, -73.84603)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,,,,,,HENRY HUDSON PARKWAY RAMP       ,,,3,0,0,0,0,0,3,0,Unspecified,Taxi
6/21/2019,,,40.817543,-73.95694,"(40.817543, -73.95694)",BROADWAY                        ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11204,40.614136,-73.98955,"(40.614136, -73.98955)",,,1973      70 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,STATEN ISLAND,10306,40.577946,-74.102325,"(40.577946, -74.102325)",HYLAN BOULEVARD                 ,MIDLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11419,40.68804,-73.83275,"(40.68804, -73.83275)",111 STREET                      ,101 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,,,40.735794,-74.00156,"(40.735794, -74.00156)",7 AVENUE SOUTH                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi
6/21/2019,BRONX,10472,40.82652,-73.85797,"(40.82652, -73.85797)",,,1959      BRUCKNER BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,QUEENS,11385,40.700607,-73.90994,"(40.700607, -73.90994)",PALMETTO STREET                 ,SAINT NICHOLAS,,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11230,40.6185,-73.97176,"(40.6185, -73.97176)",,,1310      EAST 4 STREET                 ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike
6/21/2019,MANHATTAN,10029,40.799873,-73.94462,"(40.799873, -73.94462)",,,40        EAST 116 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.795532,-73.975845,"(40.795532, -73.975845)",RIVERSIDE DRIVE                 ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.69559,-73.78638,"(40.69559, -73.78638)",109 ROAD                        ,167 STREET,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11422,40.67156,-73.739006,"(40.67156, -73.739006)",137 AVENUE                      ,233 STREET,,2,0,0,0,0,0,2,0,Unspecified,Sedan
6/21/2019,,,40.750256,-73.938644,"(40.750256, -73.938644)",QUEENS PLAZA                    ,QUEENSBORO BRIDGE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.666306,-73.79171,"(40.666306, -73.79171)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11101,40.74473,-73.93359,"(40.74473, -73.93359)",VANDAM STREET                   ,THOMSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11432,40.713303,-73.808105,"(40.713303, -73.808105)",152 STREET                      ,84 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/21/2019,QUEENS,11434,40.66743,-73.76676,"(40.66743, -73.76676)",FARMERS BOULEVARD               ,NORTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,QUEENS,11692,40.589134,-73.80098,"(40.589134, -73.80098)",BEACH 73 STREET                 ,ROCKAWAY BEACH BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Sedan
6/21/2019,,,40.847843,-73.82699,"(40.847843, -73.82699)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11373,40.7334,-73.87508,"(40.7334, -73.87508)",57 AVENUE                       ,SEABURY STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10023,40.776478,-73.9766,"(40.776478, -73.9766)",,,12        WEST 72 STREET                ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11420,40.677654,-73.82866,"(40.677654, -73.82866)",,,110-00    ROCKAWAY BOULEVARD            ,1,0,0,0,0,0,1,0,Following Too Closely,Sedan
6/21/2019,,,,,,NEW ENGLAND THRUWAY             ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/21/2019,,,,,,HUGH J GRANT CIRCLE             ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,MANHATTAN,10019,40.7674,-73.98238,"(40.7674, -73.98238)",WEST 58 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,MANHATTAN,10011,,,,8 AVENUE                        ,west 15th street,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi
6/21/2019,MANHATTAN,10010,40.742317,-73.99144,"(40.742317, -73.99144)",,,60        WEST 23 STREET                ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Pick-up Truck
6/21/2019,MANHATTAN,10012,40.729168,-74.0012,"(40.729168, -74.0012)",MAC DOUGAL STREET               ,BLEECKER STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Dump
6/21/2019,MANHATTAN,10029,40.794807,-73.94441,"(40.794807, -73.94441)",LEXINGTON AVENUE                ,EAST 110 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Sedan
6/21/2019,,,40.60876,-74.16814,"(40.60876, -74.16814)",,,158       PAULDING AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11226,40.638653,-73.962006,"(40.638653, -73.962006)",,,501       EAST 17 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Tractor Truck Diesel
6/21/2019,,,,,,CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,Taxi
6/21/2019,BROOKLYN,11221,40.685745,-73.92859,"(40.685745, -73.92859)",,,716       JEFFERSON AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
6/21/2019,,,,,,BRUCKNER BLVD                   ,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/21/2019,,,40.83629,-73.94924,"(40.83629, -73.94924)",WEST 158 STREET                 ,HENRY HUDSON PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.639996,-74.13044,"(40.639996, -74.13044)",RICHMOND TERRACE                ,PARK AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11211,40.715225,-73.9445,"(40.715225, -73.9445)",GRAHAM AVENUE                   ,CONSELYEA STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Garbage or Refuse
6/21/2019,,,40.825283,-73.88648,"(40.825283, -73.88648)",WHITLOCK AVENUE                 ,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11429,40.70947,-73.74581,"(40.70947, -73.74581)",212 STREET                      ,HOLLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,,,40.759018,-73.85349,"(40.759018, -73.85349)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.585133,-73.954544,"(40.585133, -73.954544)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Pick-up Truck
6/21/2019,,,40.585133,-73.954544,"(40.585133, -73.954544)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Sedan
6/21/2019,,,40.738415,-73.84899,"(40.738415, -73.84899)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Other Vehicular,Sedan
6/21/2019,BROOKLYN,11234,40.59657,-73.90794,"(40.59657, -73.90794)",SHORE PARKWAY                   ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/21/2019,BROOKLYN,11233,40.67398,-73.911156,"(40.67398, -73.911156)",ROCKAWAY AVENUE                 ,BERGEN STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11101,40.747482,-73.92733,"(40.747482, -73.92733)",SKILLMAN AVENUE                 ,37 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.829697,-73.91313,"(40.829697, -73.91313)",EAST 166 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.55381,-74.1458,"(40.55381, -74.1458)",GREAVES AVENUE                  ,,,1,0,0,0,0,0,1,0,Drugs (illegal),Sedan
6/21/2019,,,40.78076,-73.825424,"(40.78076, -73.825424)",WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pick-up Truck
6/21/2019,,,40.55613,-74.203354,"(40.55613, -74.203354)",ARTHUR KILL ROAD                ,HUGUENOT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.785492,-73.984116,"(40.785492, -73.984116)",HENRY HUDSON PARKWAY            ,,,3,0,0,0,0,0,3,0,Other Vehicular,Sedan
6/21/2019,STATEN ISLAND,10312,40.547108,-74.16621,"(40.547108, -74.16621)",RICHMOND AVENUE                 ,PETRUS AVENUE,,2,0,0,0,0,0,2,0,Lost Consciousness,Sedan
6/18/2019,,,,,,GRAND CENTRAL PARKWAY           ,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Sedan
6/21/2019,QUEENS,11105,40.777863,-73.894585,"(40.777863, -73.894585)",,,18-15     45 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Tractor Truck Diesel
6/21/2019,,,,,,QUEENSBORO BRIDGE LOWER ROADWAY ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/21/2019,,,40.726097,-73.76198,"(40.726097, -73.76198)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11368,40.739193,-73.85488,"(40.739193, -73.85488)",OTIS AVENUE                     ,PENROD STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,QUEENS,11416,40.684258,-73.84604,"(40.684258, -73.84604)",101 AVENUE                      ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.68484,-73.80607,"(40.68484, -73.80607)",VANWYCK EXPRESSWAY              ,111 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,STATEN ISLAND,10310,40.634445,-74.1185,"(40.634445, -74.1185)",CASTLETON AVENUE                ,WEST STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,BRONX,10469,40.86391,-73.833885,"(40.86391, -73.833885)",,,1816      EAST GUN HILL ROAD            ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,,,,,,SHERIDAN EXPRESSWAY             ,BOONE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Box Truck
6/21/2019,QUEENS,11427,40.720734,-73.752655,"(40.720734, -73.752655)",,,89-79     211 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,,,40.71747,-73.908516,"(40.71747, -73.908516)",59 STREET                       ,59 DRIVE,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.83142,-73.92644,"(40.83142, -73.92644)",EAST 164 STREET                 ,,,0,0,0,0,0,0,0,0,Turning Improperly,Taxi
6/21/2019,,,40.744026,-73.717636,"(40.744026, -73.717636)",UNION TURNPIKE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,MANHATTAN,10016,40.747772,-73.985054,"(40.747772, -73.985054)",5 AVENUE                        ,WEST 33 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi
6/21/2019,BROOKLYN,11233,40.677776,-73.926544,"(40.677776, -73.926544)",,,19        SUYDAM PLACE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.814774,-73.94038,"(40.814774, -73.94038)",LENOX AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/21/2019,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",SKILLMAN AVENUE                 ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,BRONX,10466,40.881264,-73.83875,"(40.881264, -73.83875)",BAYCHESTER AVENUE               ,BOSTON ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11217,40.68668,-73.97937,"(40.68668, -73.97937)",FLATBUSH AVENUE                 ,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,MANHATTAN,10018,40.75177,-73.984634,"(40.75177, -73.984634)",,,63        WEST 38 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/21/2019,BROOKLYN,11238,40.68628,-73.96543,"(40.68628, -73.96543)",,,401       WASHINGTON AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/21/2019,QUEENS,11369,40.76165,-73.8673,"(40.76165, -73.8673)",ASTORIA BOULEVARD               ,102 STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/21/2019,,,40.717155,-73.94924,"(40.717155, -73.94924)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
6/21/2019,,,40.79525,-73.97321,"(40.79525, -73.97321)",WEST 96 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle
6/21/2019,BRONX,10461,40.842384,-73.846436,"(40.842384, -73.846436)",BENSON STREET                   ,SAINT RAYMOND AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
